timestamp, index, name, memory.used [MiB], memory.total [MiB], utilization.gpu [%], power.draw [W], temperature.gpu
2026/06/23 22:17:30.338, 2, NVIDIA RTX PRO 6000 Blackwell Server Edition, 15083 MiB, 97887 MiB, 66 %, 138.95 W, 39
2026/06/23 22:17:30.338, 3, NVIDIA RTX PRO 6000 Blackwell Server Edition, 22746 MiB, 97887 MiB, 28 %, 137.13 W, 36
2026/06/23 22:17:31.339, 0, NVIDIA RTX PRO 6000 Blackwell Server Edition, 84629 MiB, 97887 MiB, 100 %, 374.32 W, 64
2026/06/23 22:17:31.339, 1, NVIDIA RTX PRO 6000 Blackwell Server Edition, 30344 MiB, 97887 MiB, 7 %, 112.73 W, 35
2026/06/23 22:17:31.339, 2, NVIDIA RTX PRO 6000 Blackwell Server Edition, 15083 MiB, 97887 MiB, 86 %, 144.74 W, 39
2026/06/23 22:17:31.339, 3, NVIDIA RTX PRO 6000 Blackwell Server Edition, 22746 MiB, 97887 MiB, 73 %, 130.09 W, 36
2026/06/23 22:17:32.339, 0, NVIDIA RTX PRO 6000 Blackwell Server Edition, 84629 MiB, 97887 MiB, 100 %, 374.19 W, 64
2026/06/23 22:17:32.340, 1, NVIDIA RTX PRO 6000 Blackwell Server Edition, 30344 MiB, 97887 MiB, 5 %, 112.86 W, 35
2026/06/23 22:17:32.340, 2, NVIDIA RTX PRO 6000 Blackwell Server Edition, 15083 MiB, 97887 MiB, 20 %, 138.47 W, 38
2026/06/23 22:17:32.340, 3, NVIDIA RTX PRO 6000 Blackwell Server Edition, 22746 MiB, 97887 MiB, 26 %, 128.53 W, 36
2026/06/23 22:17:33.340, 0, NVIDIA RTX PRO 6000 Blackwell Server Edition, 84629 MiB, 97887 MiB, 100 %, 520.46 W, 73
2026/06/23 22:17:33.340, 1, NVIDIA RTX PRO 6000 Blackwell Server Edition, 30344 MiB, 97887 MiB, 61 %, 109.74 W, 36
2026/06/23 22:17:33.340, 2, NVIDIA RTX PRO 6000 Blackwell Server Edition, 15083 MiB, 97887 MiB, 59 %, 136.36 W, 39
2026/06/23 22:17:33.341, 3, NVIDIA RTX PRO 6000 Blackwell Server Edition, 22746 MiB, 97887 MiB, 27 %, 126.13 W, 35
2026/06/23 22:17:34.341, 0, NVIDIA RTX PRO 6000 Blackwell Server Edition, 84629 MiB, 97887 MiB, 100 %, 600.10 W, 74
2026/06/23 22:17:34.341, 1, NVIDIA RTX PRO 6000 Blackwell Server Edition, 30344 MiB, 97887 MiB, 2 %, 113.02 W, 35
2026/06/23 22:17:34.341, 2, NVIDIA RTX PRO 6000 Blackwell Server Edition, 15083 MiB, 97887 MiB, 75 %, 153.34 W, 39
2026/06/23 22:17:34.341, 3, NVIDIA RTX PRO 6000 Blackwell Server Edition, 22746 MiB, 97887 MiB, 33 %, 128.93 W, 36
