scenario,controller,n,latency_mean_s,latency_std_s,latency_min_s,latency_max_s,max_queue_req_mean,max_pending_token_mean,cached_token_ratio_mean,controller_event_count_mean
b12_medium,cache_gate_v1,1,209.97768622398144,0.0,209.97768622398144,209.97768622398144,6.0,126409.0,0.40707606392061146,117.0
b12_medium,tail_open_v1,1,228.5940297570196,0.0,228.5940297570196,228.5940297570196,6.0,108762.0,0.3414752473159105,108.0
b16_medium,cache_gate_v1,1,265.4671062750276,0.0,265.4671062750276,265.4671062750276,6.0,126409.0,0.4908086249779907,148.0
b16_medium,tail_open_v1,1,285.6286186109646,0.0,285.6286186109646,285.6286186109646,6.0,108762.0,0.40330595754471654,144.0
b8,cache_gate_v1,3,113.48642154166009,2.6365274172369904,111.70186059596017,116.51476931100478,4.0,37199.666666666664,0.6452480320738379,65.66666666666667
b8,tail_open_v1,3,118.85485265268169,5.7587136388008755,112.22017428005347,122.55763306998415,5.0,62920.0,0.5794098886616551,72.0
